relationship_id,country_code,currency_code,headline_target_type,headline_indicator_key,candidate_indicator_id,candidate_indicator_key,candidate_indicator_name,candidate_macro_theme,lag_months,observation_pairs,correlation,abs_correlation,rejection_reason,processed_at
1277,CA,CAD,UNEMPLOYMENT,unemployment_rate,374,manufacturing_pmi,Manufacturing PMI,Growth,3,44,0.067557,0.067557,low_correlation,2026-04-25T22:25:54.019571+00:00
1278,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,5,23,-0.411645,0.411645,low_sample,2026-04-25T22:25:54.019571+00:00
1279,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,6,22,-0.380743,0.380743,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1280,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,4,24,-0.322068,0.322068,low_correlation,2026-04-25T22:25:54.019571+00:00
1281,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,2,26,-0.214121,0.214121,low_correlation,2026-04-25T22:25:54.019571+00:00
1282,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,1,27,-0.184169,0.184169,low_correlation,2026-04-25T22:25:54.019571+00:00
1283,CA,CAD,UNEMPLOYMENT,unemployment_rate,375,services_pmi,Services PMI,Growth,0,28,-0.140875,0.140875,low_correlation,2026-04-25T22:25:54.019571+00:00
1284,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,5,23,-0.387737,0.387737,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1285,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,4,24,-0.384539,0.384539,low_correlation,2026-04-25T22:25:54.019571+00:00
1286,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,3,25,-0.291369,0.291369,low_correlation,2026-04-25T22:25:54.019571+00:00
1287,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,6,22,-0.264366,0.264366,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1288,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,2,26,-0.157496,0.157496,low_correlation,2026-04-25T22:25:54.019571+00:00
1289,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,1,27,-0.103479,0.103479,low_correlation,2026-04-25T22:25:54.019571+00:00
1290,CA,CAD,UNEMPLOYMENT,unemployment_rate,376,composite_pmi,Composite PMI,Growth,0,28,-0.092595,0.092595,low_correlation,2026-04-25T22:25:54.019571+00:00
1291,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,4,48,0.101792,0.101792,low_correlation,2026-04-25T22:25:54.019571+00:00
1292,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,5,47,0.091979,0.091979,low_correlation,2026-04-25T22:25:54.019571+00:00
1293,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,3,49,0.090908,0.090908,low_correlation,2026-04-25T22:25:54.019571+00:00
1294,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,6,46,0.089054,0.089054,low_correlation,2026-04-25T22:25:54.019571+00:00
1295,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,1,51,0.083194,0.083194,low_correlation,2026-04-25T22:25:54.019571+00:00
1296,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,2,50,0.061024,0.061024,low_correlation,2026-04-25T22:25:54.019571+00:00
1297,CA,CAD,UNEMPLOYMENT,unemployment_rate,377,cfib_business_barometer,CFIB Business Barometer,Growth,0,52,0.035729,0.035729,low_correlation,2026-04-25T22:25:54.019571+00:00
1298,CA,CAD,UNEMPLOYMENT,unemployment_rate,378,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,2,71,-0.011861,0.011861,low_correlation,2026-04-25T22:25:54.019571+00:00
1299,CA,CAD,UNEMPLOYMENT,unemployment_rate,378,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,4,71,-0.007953,0.007953,low_correlation,2026-04-25T22:25:54.019571+00:00
1300,CA,CAD,UNEMPLOYMENT,unemployment_rate,378,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,6,69,-0.007808,0.007808,low_correlation,2026-04-25T22:25:54.019571+00:00
1301,CA,CAD,UNEMPLOYMENT,unemployment_rate,378,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,5,70,-0.005654,0.005654,low_correlation,2026-04-25T22:25:54.019571+00:00
1302,CA,CAD,UNEMPLOYMENT,unemployment_rate,378,new_motor_vehicle_sales,New Motor Vehicle Sales,Growth,3,72,-0.004612,0.004612,low_correlation,2026-04-25T22:25:54.019571+00:00
1303,CA,CAD,UNEMPLOYMENT,unemployment_rate,379,vehicle_sales_mom,Vehicle Sales (MoM),Growth,2,17,0.565203,0.565203,low_sample,2026-04-25T22:25:54.019571+00:00
1304,CA,CAD,UNEMPLOYMENT,unemployment_rate,379,vehicle_sales_mom,Vehicle Sales (MoM),Growth,3,16,0.524098,0.524098,low_sample,2026-04-25T22:25:54.019571+00:00
1305,CA,CAD,UNEMPLOYMENT,unemployment_rate,379,vehicle_sales_mom,Vehicle Sales (MoM),Growth,4,15,0.251338,0.251338,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1306,CA,CAD,UNEMPLOYMENT,unemployment_rate,379,vehicle_sales_mom,Vehicle Sales (MoM),Growth,6,13,-0.181666,0.181666,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1307,CA,CAD,UNEMPLOYMENT,unemployment_rate,379,vehicle_sales_mom,Vehicle Sales (MoM),Growth,5,14,0.113022,0.113022,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1308,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,1,62,-0.151069,0.151069,low_correlation,2026-04-25T22:25:54.019571+00:00
1309,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,2,72,-0.137651,0.137651,low_correlation,2026-04-25T22:25:54.019571+00:00
1310,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,3,72,-0.110488,0.110488,low_correlation,2026-04-25T22:25:54.019571+00:00
1311,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,4,71,-0.107986,0.107986,low_correlation,2026-04-25T22:25:54.019571+00:00
1312,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,6,69,-0.101422,0.101422,low_correlation,2026-04-25T22:25:54.019571+00:00
1313,CA,CAD,UNEMPLOYMENT,unemployment_rate,380,balance_of_trade,Balance of Trade,Growth,5,70,-0.086459,0.086459,low_correlation,2026-04-25T22:25:54.019571+00:00
1314,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,5,67,-0.468581,0.468581,not_best_lag,2026-04-25T22:25:54.019571+00:00
1315,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,4,68,-0.437204,0.437204,not_best_lag,2026-04-25T22:25:54.019571+00:00
1316,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,3,69,-0.421895,0.421895,not_best_lag,2026-04-25T22:25:54.019571+00:00
1317,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,2,70,-0.410976,0.410976,not_best_lag,2026-04-25T22:25:54.019571+00:00
1318,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,1,71,-0.384360,0.384360,low_correlation,2026-04-25T22:25:54.019571+00:00
1319,CH,CHF,CPI,cpi_headline_yoy,173,unemployment_rate,Unemployment Rate,Labor,0,9,-0.207975,0.207975,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1320,CH,CHF,CPI,cpi_headline_yoy,174,gdp_qoq,GDP (QoQ),Growth,4,17,0.070001,0.070001,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1321,CH,CHF,CPI,cpi_headline_yoy,174,gdp_qoq,GDP (QoQ),Growth,5,21,0.069389,0.069389,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1322,CH,CHF,CPI,cpi_headline_yoy,174,gdp_qoq,GDP (QoQ),Growth,6,19,0.043268,0.043268,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1323,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,6,66,-0.275612,0.275612,low_correlation,2026-04-25T22:25:54.019571+00:00
1324,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,5,67,-0.267030,0.267030,low_correlation,2026-04-25T22:25:54.019571+00:00
1325,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,2,70,-0.232104,0.232104,low_correlation,2026-04-25T22:25:54.019571+00:00
1326,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,4,68,-0.228446,0.228446,low_correlation,2026-04-25T22:25:54.019571+00:00
1327,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,3,69,-0.227548,0.227548,low_correlation,2026-04-25T22:25:54.019571+00:00
1328,CH,CHF,CPI,cpi_headline_yoy,176,balance_of_trade,Balance of Trade,Growth,1,71,-0.199343,0.199343,low_correlation,2026-04-25T22:25:54.019571+00:00
1329,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,5,66,0.202456,0.202456,low_correlation,2026-04-25T22:25:54.019571+00:00
1330,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,1,65,0.199853,0.199853,low_correlation,2026-04-25T22:25:54.019571+00:00
1331,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,6,66,0.193475,0.193475,low_correlation,2026-04-25T22:25:54.019571+00:00
1332,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,2,69,0.191163,0.191163,low_correlation,2026-04-25T22:25:54.019571+00:00
1333,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,3,68,0.181061,0.181061,low_correlation,2026-04-25T22:25:54.019571+00:00
1334,CH,CHF,CPI,cpi_headline_yoy,215,retail_sales_yoy,Retail Sales (YoY),Growth,4,67,0.174584,0.174584,low_correlation,2026-04-25T22:25:54.019571+00:00
1335,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,3,67,0.225968,0.225968,low_correlation,2026-04-25T22:25:54.019571+00:00
1336,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,2,68,0.217953,0.217953,low_correlation,2026-04-25T22:25:54.019571+00:00
1337,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,5,65,0.198029,0.198029,low_correlation,2026-04-25T22:25:54.019571+00:00
1338,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,1,69,0.193559,0.193559,low_correlation,2026-04-25T22:25:54.019571+00:00
1339,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,6,64,0.191445,0.191445,low_correlation,2026-04-25T22:25:54.019571+00:00
1340,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,4,66,0.189604,0.189604,low_correlation,2026-04-25T22:25:54.019571+00:00
1341,CH,CHF,CPI,cpi_headline_yoy,216,economic_sentiment_index,Economic Sentiment Index,Growth,0,70,0.134527,0.134527,low_correlation,2026-04-25T22:25:54.019571+00:00
1342,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,0,54,-0.144899,0.144899,low_correlation,2026-04-25T22:25:54.019571+00:00
1343,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,1,53,-0.118193,0.118193,low_correlation,2026-04-25T22:25:54.019571+00:00
1344,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,5,49,-0.064542,0.064542,low_correlation,2026-04-25T22:25:54.019571+00:00
1345,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,6,48,-0.061017,0.061017,low_correlation,2026-04-25T22:25:54.019571+00:00
1346,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,3,50,-0.053030,0.053030,low_correlation,2026-04-25T22:25:54.019571+00:00
1347,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,4,51,-0.041234,0.041234,low_correlation,2026-04-25T22:25:54.019571+00:00
1348,CH,CHF,CPI,cpi_headline_yoy,381,cpi_headline_mom,Headline CPI (MoM),Inflation,2,51,0.016007,0.016007,low_correlation,2026-04-25T22:25:54.019571+00:00
1349,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,6,58,-0.155461,0.155461,low_correlation,2026-04-25T22:25:54.019571+00:00
1350,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,5,59,-0.146925,0.146925,low_correlation,2026-04-25T22:25:54.019571+00:00
1351,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,1,63,-0.129454,0.129454,low_correlation,2026-04-25T22:25:54.019571+00:00
1352,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,2,62,-0.116074,0.116074,low_correlation,2026-04-25T22:25:54.019571+00:00
1353,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,3,61,-0.112982,0.112982,low_correlation,2026-04-25T22:25:54.019571+00:00
1354,CH,CHF,CPI,cpi_headline_yoy,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,4,61,-0.076409,0.076409,low_correlation,2026-04-25T22:25:54.019571+00:00
1355,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,1,73,-0.100600,0.100600,low_correlation,2026-04-25T22:25:54.019571+00:00
1356,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,3,70,-0.060271,0.060271,low_correlation,2026-04-25T22:25:54.019571+00:00
1357,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,72,-0.056800,0.056800,low_correlation,2026-04-25T22:25:54.019571+00:00
1358,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,6,66,0.055569,0.055569,low_correlation,2026-04-25T22:25:54.019571+00:00
1359,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,4,68,-0.009141,0.009141,low_correlation,2026-04-25T22:25:54.019571+00:00
1360,CH,CHF,CPI,cpi_headline_yoy,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,5,67,0.008862,0.008862,low_correlation,2026-04-25T22:25:54.019571+00:00
1361,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,5,68,0.127090,0.127090,low_correlation,2026-04-25T22:25:54.019571+00:00
1362,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,2,71,0.101870,0.101870,low_correlation,2026-04-25T22:25:54.019571+00:00
1363,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,3,70,0.097454,0.097454,low_correlation,2026-04-25T22:25:54.019571+00:00
1364,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,6,67,0.092859,0.092859,low_correlation,2026-04-25T22:25:54.019571+00:00
1365,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,1,67,0.091627,0.091627,low_correlation,2026-04-25T22:25:54.019571+00:00
1366,CH,CHF,CPI,cpi_headline_yoy,384,retail_sales_mom,Retail Sales (MoM),Growth,4,69,0.088125,0.088125,low_correlation,2026-04-25T22:25:54.019571+00:00
1367,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,0,12,-0.635701,0.635701,low_sample,2026-04-25T22:25:54.019571+00:00
1368,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,3,37,-0.385698,0.385698,low_correlation,2026-04-25T22:25:54.019571+00:00
1369,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,2,38,-0.381302,0.381302,low_correlation,2026-04-25T22:25:54.019571+00:00
1370,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,1,39,-0.372252,0.372252,low_correlation,2026-04-25T22:25:54.019571+00:00
1371,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,6,34,-0.344583,0.344583,low_correlation,2026-04-25T22:25:54.019571+00:00
1372,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,5,35,-0.332348,0.332348,low_correlation,2026-04-25T22:25:54.019571+00:00
1373,CH,CHF,CPI,cpi_headline_yoy,385,consumer_confidence,Consumer Confidence,Growth,4,36,-0.329546,0.329546,low_correlation,2026-04-25T22:25:54.019571+00:00
1374,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,6,51,0.329240,0.329240,low_correlation,2026-04-25T22:25:54.019571+00:00
1375,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,4,51,0.265721,0.265721,low_correlation,2026-04-25T22:25:54.019571+00:00
1376,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,1,53,0.223417,0.223417,low_correlation,2026-04-25T22:25:54.019571+00:00
1377,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,5,51,0.202531,0.202531,low_correlation,2026-04-25T22:25:54.019571+00:00
1378,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,3,52,0.118617,0.118617,low_correlation,2026-04-25T22:25:54.019571+00:00
1379,CH,CHF,CPI,cpi_headline_mom,172,cpi_headline_yoy,Headline CPI (YoY),Inflation,2,51,0.118592,0.118592,low_correlation,2026-04-25T22:25:54.019571+00:00
1380,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,2,54,0.197728,0.197728,low_correlation,2026-04-25T22:25:54.019571+00:00
1381,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,1,55,-0.138404,0.138404,low_correlation,2026-04-25T22:25:54.019571+00:00
1382,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,5,53,0.138125,0.138125,low_correlation,2026-04-25T22:25:54.019571+00:00
1383,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,3,53,0.081261,0.081261,low_correlation,2026-04-25T22:25:54.019571+00:00
1384,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,4,53,0.069346,0.069346,low_correlation,2026-04-25T22:25:54.019571+00:00
1385,CH,CHF,CPI,cpi_headline_mom,173,unemployment_rate,Unemployment Rate,Labor,6,52,-0.061418,0.061418,low_correlation,2026-04-25T22:25:54.019571+00:00
1386,CH,CHF,CPI,cpi_headline_mom,174,gdp_qoq,GDP (QoQ),Growth,5,14,-0.226108,0.226108,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1387,CH,CHF,CPI,cpi_headline_mom,174,gdp_qoq,GDP (QoQ),Growth,6,16,-0.141895,0.141895,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1388,CH,CHF,CPI,cpi_headline_mom,174,gdp_qoq,GDP (QoQ),Growth,4,15,0.067922,0.067922,low_sample_and_low_correlation,2026-04-25T22:25:54.019571+00:00
1389,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,2,54,-0.342231,0.342231,low_correlation,2026-04-25T22:25:54.019571+00:00
1390,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,3,53,-0.309616,0.309616,low_correlation,2026-04-25T22:25:54.019571+00:00
1391,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,6,52,-0.253351,0.253351,low_correlation,2026-04-25T22:25:54.019571+00:00
1392,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,5,53,-0.200133,0.200133,low_correlation,2026-04-25T22:25:54.019571+00:00
1393,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,4,53,-0.165285,0.165285,low_correlation,2026-04-25T22:25:54.019571+00:00
1394,CH,CHF,CPI,cpi_headline_mom,176,balance_of_trade,Balance of Trade,Growth,1,55,-0.093080,0.093080,low_correlation,2026-04-25T22:25:54.019571+00:00
1395,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,1,50,0.207164,0.207164,low_correlation,2026-04-25T22:25:54.019571+00:00
1396,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,4,52,0.156072,0.156072,low_correlation,2026-04-25T22:25:54.019571+00:00
1397,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,6,51,0.099459,0.099459,low_correlation,2026-04-25T22:25:54.019571+00:00
1398,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,2,54,-0.092510,0.092510,low_correlation,2026-04-25T22:25:54.019571+00:00
1399,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,5,52,-0.041375,0.041375,low_correlation,2026-04-25T22:25:54.019571+00:00
1400,CH,CHF,CPI,cpi_headline_mom,215,retail_sales_yoy,Retail Sales (YoY),Growth,3,52,0.023266,0.023266,low_correlation,2026-04-25T22:25:54.019571+00:00
1401,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,6,51,-0.337637,0.337637,low_correlation,2026-04-25T22:25:54.019571+00:00
1402,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,1,53,0.278124,0.278124,low_correlation,2026-04-25T22:25:54.019571+00:00
1403,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,4,52,0.162954,0.162954,low_correlation,2026-04-25T22:25:54.019571+00:00
1404,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,3,52,0.133734,0.133734,low_correlation,2026-04-25T22:25:54.019571+00:00
1405,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,2,52,0.085386,0.085386,low_correlation,2026-04-25T22:25:54.019571+00:00
1406,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,5,51,-0.084989,0.084989,low_correlation,2026-04-25T22:25:54.019571+00:00
1407,CH,CHF,CPI,cpi_headline_mom,216,economic_sentiment_index,Economic Sentiment Index,Growth,0,54,0.023965,0.023965,low_correlation,2026-04-25T22:25:54.019571+00:00
1408,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,6,47,-0.317334,0.317334,low_correlation,2026-04-25T22:25:54.019571+00:00
1409,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,5,45,-0.302201,0.302201,low_correlation,2026-04-25T22:25:54.019571+00:00
1410,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,1,49,0.256346,0.256346,low_correlation,2026-04-25T22:25:54.019571+00:00
1411,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,3,47,-0.107809,0.107809,low_correlation,2026-04-25T22:25:54.019571+00:00
1412,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,2,47,0.083253,0.083253,low_correlation,2026-04-25T22:25:54.019571+00:00
1413,CH,CHF,CPI,cpi_headline_mom,382,producer_import_prices_mom,Producer & Import Prices (MoM),Inflation,4,47,0.046461,0.046461,low_correlation,2026-04-25T22:25:54.019571+00:00
1414,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,6,52,0.137452,0.137452,low_correlation,2026-04-25T22:25:54.019571+00:00
1415,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,2,56,0.121894,0.121894,low_correlation,2026-04-25T22:25:54.019571+00:00
1416,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,4,53,0.050651,0.050651,low_correlation,2026-04-25T22:25:54.019571+00:00
1417,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,3,54,0.048678,0.048678,low_correlation,2026-04-25T22:25:54.019571+00:00
1418,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,5,53,0.041883,0.041883,low_correlation,2026-04-25T22:25:54.019571+00:00
1419,CH,CHF,CPI,cpi_headline_mom,383,producer_import_prices_yoy,Producer & Import Prices (YoY),Inflation,1,57,0.009721,0.009721,low_correlation,2026-04-25T22:25:54.019571+00:00
1420,CH,CHF,CPI,cpi_headline_mom,384,retail_sales_mom,Retail Sales (MoM),Growth,1,52,0.190622,0.190622,low_correlation,2026-04-25T22:25:54.019571+00:00
1421,CH,CHF,CPI,cpi_headline_mom,384,retail_sales_mom,Retail Sales (MoM),Growth,2,55,-0.134673,0.134673,low_correlation,2026-04-25T22:25:54.019571+00:00
1422,CH,CHF,CPI,cpi_headline_mom,384,retail_sales_mom,Retail Sales (MoM),Growth,6,53,-0.039112,0.039112,low_correlation,2026-04-25T22:25:54.019571+00:00
1423,CH,CHF,CPI,cpi_headline_mom,384,retail_sales_mom,Retail Sales (MoM),Growth,4,53,-0.030080,0.030080,low_correlation,2026-04-25T22:25:54.019571+00:00
1424,CH,CHF,CPI,cpi_headline_mom,384,retail_sales_mom,Retail Sales (MoM),Growth,5,53,-0.027823,0.027823,low_correlation,2026-04-25T22:25:54.019571+00:00
