central_bank_code,currency,indicator_key,indicator,indicator_category,target_families,initial_signed_weight,initial_abs_weight,avg_abs_correlation,avg_model_importance,avg_pca_score,economic_rationale,initial_normalized_abs_weight,impact_score,contribution_hit_rate,refinement_multiplier,refined_signed_weight,refined_abs_weight,refined_normalized_abs_weight,weight_change,refinement_rationale,selection_criteria,interpretability_note
RBA,AUD,producer_price_index_qoq,Producer Price Index (QoQ),Inflation,"gdp_growth,inflation,unemployment",0.040867116950000996,0.040867116950000996,0.6453622961961266,0.0220080476472785,0.2564639821788557,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.65. moderate positive Pearson correlation (0.65); Spearman 0.65; same macro theme; PCA loading signal 0.26; model importance signal 0.03",0.05572270539112376,-0.1767061164901606,0.5,0.8232938835098393,0.0336456474216171,0.0336456474216171,0.052069042658924154,-0.0036536627321996085,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,ppi_output_yoy,PPI Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03747235029395353,0.03747235029395353,0.4772837352190849,0.0,0.2812314370314687,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.56. moderate positive Pearson correlation (0.56); Spearman 0.47; same macro theme; PCA loading signal 0.28",0.05592231423048987,-0.15621670921910236,0.4925373134328358,0.8437832907808976,0.031618543044326645,0.031618543044326645,0.05108277604516733,-0.004839538185322539,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,ppi_core_output_yoy,PPI Core Output (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03679089197234673,0.03679089197234673,0.46546187665755606,0.0304942787645627,0.2791065365445043,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.60. moderate positive Pearson correlation (0.60); Spearman 0.48; same macro theme; PCA loading signal 0.28; model importance signal 0.03",0.05490533167943737,-0.14658223543559987,0.48484848484848486,0.8534177645644001,0.03139800078337048,0.03139800078337048,0.05072646895950799,-0.0041788627199293785,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,rba_weighted_median_cpi_qoq,RBA Weighted Median CPI (QoQ),Inflation,"gdp_growth,inflation,unemployment",0.04397516606334834,0.04397516606334834,0.692873555985989,0.026246058765858834,0.2903748810399528,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.92. strong positive Pearson correlation (0.92); Spearman 0.90; same macro theme; PCA loading signal 0.29; model importance signal 0.01",0.059960560126413404,-0.2554390780045036,0.34782608695652173,0.7445609219954964,0.032742190189031704,0.032742190189031704,0.05067087805847784,-0.00928968206793556,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,cpi_index,Consumer Price Index,Inflation,"gdp_growth,inflation,unemployment",0.0356769060494593,0.0356769060494593,0.4230568741208751,0.018530068690063534,0.2118882974725932,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.73. strong positive Pearson correlation (0.73); Spearman 0.70; same macro theme; PCA loading signal 0.21; model importance signal 0.04",0.047148628144117515,-0.011122230651906121,0.5142857142857142,0.9888777693480939,0.03528009927143083,0.03528009927143083,0.05052710604015032,0.0033784778960328082,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",0.0321505005935775,0.0321505005935775,0.20281551725394087,0.023081658935960436,0.1666807823077939,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.14. weak positive Pearson correlation (0.14); Spearman 0.23; same macro theme; PCA loading signal 0.17; model importance signal 0.03",0.044233374247597754,0.09535813774197277,0.5555555555555556,1.0953581377419728,0.03521631245765324,0.03521631245765324,0.05006806671416917,0.005834692466571416,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,ppi_yoy,PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.03754761994627243,0.03754761994627243,0.2773205933637836,0.01954275594015657,0.2850960545906697,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.57. moderate positive Pearson correlation (0.57); Spearman 0.52; same macro theme; PCA loading signal 0.29; model importance signal 0.05",0.051658851169546445,-0.0708163488829401,0.4594594594594595,0.9291836511170599,0.03488863459243317,0.03488863459243317,0.04960219746007497,-0.002056653709471473,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.035063565123467394,0.035063565123467394,0.2787170039778358,0.029978026589371296,0.1987183854875247,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.28. weak positive Pearson correlation (0.28); Spearman 0.25; same macro theme; PCA loading signal 0.20; model importance signal 0.04",0.048241233260025156,-0.005299562421689736,0.4722222222222222,0.9947004375783103,0.034877743571368594,0.034877743571368594,0.049586713375252,0.001345480115226845,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,composite_pmi,Composite PMI,Growth,"gdp_growth,inflation,unemployment",-0.02341780082369053,0.02341780082369053,0.2509102333400957,0.0,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.25. weak negative Pearson correlation (-0.25); Spearman -0.26; same macro theme",0.032218731552096924,0.4532564614046948,0.6206896551724138,1.4532564614046948,-0.03403207035891645,0.03403207035891645,0.048384394907912354,0.01616566335581543,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,ppi_input_yoy,PPI Input (YoY),Inflation,"gdp_growth,inflation,unemployment",0.0354253344362014,0.0354253344362014,0.4545481355448944,0.012934731896671601,0.2980000646450012,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.44. moderate positive Pearson correlation (0.44); Spearman 0.32; same macro theme; PCA loading signal 0.30",0.05286742540889167,-0.15510977889886493,0.4626865671641791,0.8448902211011351,0.029930518644383855,0.029930518644383855,0.048355611410789034,-0.004511813998102639,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,retail_price_index_mom,Retail Price Index (MoM),Inflation,"gdp_growth,inflation,unemployment",0.03172624224650933,0.03172624224650933,0.33608781886210054,0.0169973740847086,0.2117028743733909,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.41; same macro theme; PCA loading signal 0.21; model importance signal 0.01",0.04734704053372975,-0.06379613727897743,0.5070422535211268,0.9362038627210225,0.029702230540804925,0.029702230540804925,0.04798679017659903,0.0006397496428692806,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,services_pmi,Services PMI,Growth,"gdp_growth,inflation,unemployment",-0.023074113619511297,0.023074113619511297,0.24831852611267324,0.0020137503334054997,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson -0.26. weak negative Pearson correlation (-0.26); Spearman -0.28; same macro theme; model importance signal 0.01",0.031745879047597896,0.4192048461000227,0.6,1.4192048461000226,-0.03274689386827297,0.03274689386827297,0.046557221709401166,0.01481134266180327,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
ECB,EUR,cpi_headline_mom,Headline HICP (MoM),Inflation,"gdp_growth,inflation,unemployment",0.027083441477418268,0.027083441477418268,0.12249777576767236,0.019324960598966132,0.37748085942303683,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.20. weak positive Pearson correlation (0.20); Spearman 0.20; same macro theme; PCA loading signal 0.38; model importance signal 0.02",0.05904402417718027,-0.24077829889838676,0.36619718309859156,0.7592217011016132,0.020562336510171485,0.020562336510171485,0.046179829806321626,-0.012864194370858645,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,ivey_pmi_sa,Ivey PMI s.a.,Growth,"gdp_growth,inflation,unemployment",0.033055452820978534,0.033055452820978534,0.24471288634694507,0.02023480185118823,0.2313669662300276,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.36. weak positive Pearson correlation (0.36); Spearman 0.27; same macro theme; PCA loading signal 0.23; model importance signal 0.03",0.045478427662374865,-0.026021500042291004,0.5070422535211268,0.973978499957709,0.03219530035399949,0.03219530035399949,0.045773004994350254,0.0002945773319753889,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,raw_materials_prices_yoy,Raw Materials Prices (YoY),Inflation,"gdp_growth,inflation,unemployment",0.034657558383766995,0.034657558383766995,0.24181716929488636,0.0,0.2611480041221345,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.40. moderate positive Pearson correlation (0.40); Spearman 0.42; same macro theme; PCA loading signal 0.26",0.04768264015159305,-0.07213883001935188,0.4594594594594595,0.9278611699806482,0.03215740267063467,0.03215740267063467,0.04571912474379011,-0.0019635154078029363,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,rba_trimmed_mean_cpi_yoy,RBA Trimmed Mean CPI (YoY),Inflation,"inflation,unemployment",0.035904596074869,0.035904596074869,0.877483839351947,0.0117807476223452,0.2722453031235465,"Linked to inflation, unemployment; strongest target link is inflation with Pearson 0.93. strong positive Pearson correlation (0.93); Spearman 0.90; same macro theme; PCA loading signal 0.27; model importance signal 0.02",0.04895626064630368,-0.18205863378843146,0.375,0.8179413662115685,0.02936785436675287,0.02936785436675287,0.04544885234816598,-0.0035074082981376986,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,cbi_industrial_trends_orders,CBI Industrial Trends Orders,Sentiment,"gdp_growth,inflation,unemployment",0.03459675629696146,0.03459675629696146,0.46603832350694413,0.040999253674529904,0.2788656517782382,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.69. moderate positive Pearson correlation (0.69); Spearman 0.65; PCA loading signal 0.28; model importance signal 0.04",0.05163088682234438,-0.1882340873991825,0.4342105263157895,0.8117659126008175,0.028084467448431003,0.028084467448431003,0.045373139394966865,-0.006257747427377516,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,composite_pmi,S&P Global Composite PMI,Growth,"gdp_growth,inflation,unemployment",0.03516686428698413,0.03516686428698413,0.44755797307042827,0.0,0.2360756317683934,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.64. moderate positive Pearson correlation (0.64); Spearman 0.15; same macro theme; PCA loading signal 0.24",0.046474585126946286,-0.11924236673764202,0.410958904109589,0.880757633262358,0.030973484158662683,0.030973484158662683,0.04435930030913983,-0.0021152848178064565,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
ECB,EUR,composite_pmi,Composite PMI,Growth,inflation,-0.015315770178611667,0.015315770178611667,0.2728277562399206,0.0317046417267982,0.3867684281633559,Linked to inflation; strongest target link is inflation with Pearson -0.27. weak negative Pearson correlation (-0.27); Spearman -0.20; PCA loading signal 0.39; model importance signal 0.03,0.033389578849204904,0.27252570820079375,0.5789473684210527,1.2725257082007937,-0.01948971129317841,0.01948971129317841,0.043770879347690306,0.010381300498485402,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",0.038687036231764595,0.038687036231764595,0.3531842144501758,0.0276737555405183,0.3679183096955488,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.41. moderate negative Pearson correlation (-0.41); Spearman -0.40; PCA loading signal 0.37; model importance signal 0.01",0.053226485453600196,-0.21985778729080901,0.40816326530612246,0.780142212709191,0.030181390049009476,0.030181390049009476,0.04290976950858377,-0.010316715945016423,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,retail_sales_yoy,Retail Sales (YoY),Growth,"gdp_growth,inflation,unemployment",0.029962587076565465,0.029962587076565465,0.3799305810965481,0.010178606404059,0.0,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.55. moderate positive Pearson correlation (0.55); Spearman 0.31; same macro theme; model importance signal 0.03",0.039596899864306936,-0.015184295438045455,0.581081081081081,0.9848157045619546,0.029507626302306734,0.029507626302306734,0.04225994240263129,0.0026630425383243547,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOC,CAD,balance_of_trade,Balance of Trade,Trade,"gdp_growth,inflation,unemployment",0.03713303082914203,0.03713303082914203,0.30385812976699716,0.026104553667446767,0.2338486366816714,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.36. weak negative Pearson correlation (-0.36); Spearman -0.45; PCA loading signal 0.23; model importance signal 0.05",0.05108845023523958,-0.20281153968219098,0.4189189189189189,0.797188460317809,0.02960202367361747,0.02960202367361747,0.042086067300410944,-0.009002382934828634,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,core_pce_price_index_yoy,Core PCE Price Index (YoY),Inflation,"gdp_growth,inflation,unemployment",0.033817757669601836,0.033817757669601836,0.5462040937343144,0.02453096974605633,0.1842462934205236,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.97. strong positive Pearson correlation (0.97); Spearman 0.97; same macro theme; PCA loading signal 0.18; model importance signal 0.02",0.037914689775703586,0.1786848963317767,0.6,1.1786848963317766,0.039860480192967784,0.039860480192967784,0.04100049644881389,0.003085806673110307,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,leading_economic_index,Leading Economic Index,Growth,"gdp_growth,inflation,unemployment",0.03151523059412227,0.03151523059412227,0.34326354463861525,0.037444635347180864,0.2320006974664118,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.31. weak negative Pearson correlation (-0.31); Spearman -0.27; PCA loading signal 0.23; model importance signal 0.03",0.04164878776479291,-0.09912429679108262,0.44594594594594594,0.9008757032089174,0.02839130552327109,0.02839130552327109,0.04066118107423467,-0.0009876066905582376,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,ppi_core_output_mom,PPI Core Output (MoM),Inflation,"gdp_growth,inflation,unemployment",0.028558222965491632,0.028558222965491632,0.31581832880622734,0.010848058274613335,0.23824550686843823,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.24. weak positive Pearson correlation (0.24); Spearman 0.15; same macro theme; PCA loading signal 0.24; model importance signal 0.02",0.0426192087235668,-0.12170239160411794,0.5,0.878297608395882,0.025082618930627652,0.025082618930627652,0.040523366420244664,-0.0020958423033221388,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOE,GBP,cpi_headline_mom,Headline CPI (MoM),Inflation,"gdp_growth,inflation,unemployment",0.0293497111139443,0.0293497111139443,0.31375817331280437,0.0,0.2016623350347221,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.35. weak positive Pearson correlation (0.35); Spearman 0.35; same macro theme; PCA loading signal 0.20",0.04380039561470826,-0.182756704214557,0.4264705882352941,0.817243295785443,0.023985854641110485,0.023985854641110485,0.03875143896308135,-0.005048956651626912,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,pce_price_index_yoy,PCE Price Index (YoY),Inflation,"gdp_growth,inflation,unemployment",0.032066575079085,0.032066575079085,0.5174606156072952,0.0,0.1851021978209598,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.94. strong positive Pearson correlation (0.94); Spearman 0.93; same macro theme; PCA loading signal 0.19",0.03595135603522497,0.1733034923212599,0.5555555555555556,1.17330349232126,0.037623824527072317,0.037623824527072317,0.03869987206489227,0.002748516029667296,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
FED,USD,challenger_job_cuts,Challenger Job Cuts,Labor,"gdp_growth,inflation,unemployment",-0.030776007381187433,0.030776007381187433,0.5390707363073101,0.015869684132465135,0.1754474771620116,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson 0.85. strong positive Pearson correlation (0.85); Spearman 0.26; same macro theme; PCA loading signal 0.18; model importance signal 0.05",0.03450443946617303,0.2224338754816088,0.6857142857142857,1.2224338754816089,-0.037621633974835554,0.037621633974835554,0.0386976188625031,0.004193179396330071,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
ECB,EUR,services_pmi,Services PMI,Growth,inflation,-0.0130597728891119,0.0130597728891119,0.1890884041036828,0.0,0.3756753064500868,Linked to inflation; strongest target link is inflation with Pearson -0.19. weak negative Pearson correlation (-0.19); Spearman -0.20; PCA loading signal 0.38,0.02847132801996889,0.296182554665338,0.5789473684210527,1.296182554665338,-0.016927849786758185,0.016927849786758185,0.03801733435073286,0.009546006330763968,Increased: contribution aligned with forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,commodity_prices_yoy,Commodity Prices (YoY),Inflation,"gdp_growth,inflation,unemployment",0.024315060853228265,0.024315060853228265,0.21618226104019356,0.008077340808681534,0.2512596353643246,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.51. moderate positive Pearson correlation (0.51); Spearman 0.34; same macro theme; PCA loading signal 0.25; model importance signal 0.02",0.03315381836573749,-0.001288021068456385,0.4807692307692308,0.9987119789315436,0.024283742542568508,0.024283742542568508,0.03758082614736497,0.004427007781627482,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,eco_watchers_current,Eco Watchers Survey Current,Sentiment,"gdp_growth,inflation,unemployment",0.029790711836024567,0.029790711836024567,0.42481084540226766,0.005653091450478767,0.2047005807097212,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.68. moderate positive Pearson correlation (0.68); Spearman 0.38; PCA loading signal 0.20",0.03936975904127118,-0.12737340768644154,0.48,0.8726265923135584,0.025996167352065308,0.025996167352065308,0.03723093561414535,-0.002138823427125826,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,manufacturing_pmi,Manufacturing PMI,Growth,"gdp_growth,inflation,unemployment",0.024372862696270235,0.024372862696270235,0.1675272109548801,0.011532459841791467,0.3076420442377799,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.04. weak positive Pearson correlation (0.04); Spearman 0.20; same macro theme; PCA loading signal 0.31; model importance signal 0.02",0.03323263173235771,-0.016847241088575493,0.603448275862069,0.9831527589114245,0.023962247202407423,0.023962247202407423,0.037083289144384385,0.003850657412026677,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,consumer_inflation_expectation,Consumer Inflation Expectation,Inflation,"gdp_growth,inflation,unemployment",0.025708192887454566,0.025708192887454566,0.5252616947094345,0.013644406586261001,0.2264625412710353,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.72. strong positive Pearson correlation (0.72); Spearman 0.68; same macro theme; PCA loading signal 0.23; model importance signal 0.01",0.035053367237978826,-0.07601531530645904,0.5,0.923984684693541,0.023753976499155442,0.023753976499155442,0.03676097535453993,0.0017076081165611073,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,services_pmi,Services PMI,Growth,"gdp_growth,inflation,unemployment",0.025301492092555566,0.025301492092555566,0.24874407628830056,0.0095080796756483,0.2662468412842586,"Linked to gdp_growth, inflation, unemployment; strongest target link is gdp_growth with Pearson 0.11. weak positive Pearson correlation (0.11); Spearman 0.19; same macro theme; PCA loading signal 0.27; model importance signal 0.03",0.034498826808708534,-0.06229746492473859,0.559322033898305,0.9377025350752615,0.023725273276376035,0.023725273276376035,0.03671655506704714,0.0022177282583386027,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
RBA,AUD,nab_business_confidence,NAB Business Confidence,Sentiment,"gdp_growth,inflation,unemployment",0.02219790560613133,0.02219790560613133,0.23712159119033763,0.0033822962747889662,0.1734472765812273,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.48. moderate positive Pearson correlation (0.48); Spearman 0.37; PCA loading signal 0.17; model importance signal 0.01",0.030267056907972083,0.04855160424172813,0.5352112676056338,1.0485516042417282,0.02327564953411546,0.02327564953411546,0.03602073020973768,0.005753673301765596,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,core_cpi_yoy,Core CPI (YoY),Inflation,"gdp_growth,inflation",0.025315845815954634,0.025315845815954634,0.5281973117857097,0.021460141406458,0.2359210660315635,"Linked to gdp_growth, inflation; strongest target link is inflation with Pearson 0.96. strong positive Pearson correlation (0.96); Spearman 0.94; same macro theme; PCA loading signal 0.24; model importance signal 0.04",0.033456023313107555,-0.007048525783367236,0.4794520547945205,0.9929514742166328,0.025137406423993126,0.025137406423993126,0.03600104382325184,0.002545020510144283,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,tankan_large_non_manufacturing_index,Tankan Large Non-Manufacturing Index,Sentiment,"gdp_growth,inflation,unemployment",0.029541159045827364,0.029541159045827364,0.49127734911533,0.0,0.2133580552271639,"Linked to gdp_growth, inflation, unemployment; strongest target link is unemployment with Pearson -0.59. moderate negative Pearson correlation (-0.59); Spearman -0.52; PCA loading signal 0.21",0.03903996385973208,-0.154658703411702,0.44,0.845341296588298,0.024972361690520833,0.024972361690520833,0.035764671677998953,-0.0032752921817331276,Reduced: contribution moved against forward FX returns.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
BOJ,JPY,ppi_yoy,PPI (YoY),Inflation,"gdp_growth,inflation,unemployment",0.026589425640137332,0.026589425640137332,0.24545044280435557,0.019001982138159932,0.1624672141296354,"Linked to gdp_growth, inflation, unemployment; strongest target link is inflation with Pearson 0.38. weak positive Pearson correlation (0.38); Spearman 0.41; same macro theme; PCA loading signal 0.16; model importance signal 0.02",0.03513911605267965,-0.06189767456909373,0.5540540540540541,0.9381023254309062,0.024943602024884992,0.024943602024884992,0.03572348294255687,0.0005843668898772164,Mostly unchanged: validation signal was neutral.,"Top refined normalized weight after combining initial macro relevance, FX validation impact, PCA/model signals, and redundancy pruning.",Using this subset keeps the model focused on the largest macro drivers while reducing redundant low-weight inputs.
