component_id,score_date,country_code,currency_code,theme,canonical_name,raw_signal,direction,weight,directional_signal,weighted_signal,notes,processed_at
19725,2022-01-24,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19726,2022-01-24,EU,EUR,Inflation,consumer_inflation_expectation,0.407731,1,1.0000,0.407731,0.407731,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19727,2022-01-24,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19728,2022-01-24,EU,EUR,Growth,gdp_qoq,0.730297,1,2.0000,0.730297,1.460594,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19729,2022-01-24,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19730,2022-01-24,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19731,2022-01-24,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19732,2022-01-24,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19733,2022-01-24,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19734,2022-01-24,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
19735,2022-01-24,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19736,2022-01-24,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19737,2022-01-24,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19738,2022-01-24,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19739,2022-01-24,JP,JPY,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19740,2022-01-24,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19741,2022-01-24,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19742,2022-01-24,JP,JPY,Growth,industrial_production_mom,1.334451,1,1.0000,1.334451,1.334451,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19743,2022-01-24,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,4.309109,1,3.0000,4.309109,12.927327,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19744,2022-01-24,AU,AUD,Inflation,cpi_headline_yoy,1.151040,1,1.0000,1.151040,1.151040,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19745,2022-01-24,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19746,2022-01-24,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19747,2022-01-24,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19748,2022-01-24,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19749,2022-01-24,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19750,2022-01-24,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19751,2022-01-24,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
19752,2022-01-24,NZ,NZD,Growth,balance_of_trade,0.265222,1,1.0000,0.265222,0.265222,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
19753,2022-01-24,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
19754,2022-01-24,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
19755,2022-01-24,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
19756,2022-01-24,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
19757,2022-01-24,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
19758,2022-01-24,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
19759,2022-01-24,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
19760,2022-01-24,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
19761,2022-01-24,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
19762,2022-01-24,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
19763,2022-01-24,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
19764,2022-01-25,US,USD,Inflation,core_pce_price_index_yoy,3.125928,1,3.0000,3.125928,9.377784,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
19765,2022-01-25,US,USD,Inflation,pce_price_index_yoy,2.744477,1,2.0000,2.744477,5.488954,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
19766,2022-01-25,US,USD,Inflation,core_cpi_yoy,1.295803,1,1.0000,1.295803,1.295803,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
19767,2022-01-25,US,USD,Labor,unemployment_rate,-1.785484,-1,3.0000,1.785484,5.356452,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
19768,2022-01-25,US,USD,Labor,nfp,-0.992526,1,3.0000,-0.992526,-2.977578,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
19769,2022-01-25,US,USD,Labor,avg_hourly_earnings_yoy,0.807607,1,2.0000,0.807607,1.615214,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
19770,2022-01-25,US,USD,Growth,ism_manufacturing_pmi,-0.355098,1,2.0000,-0.355098,-0.710196,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
19771,2022-01-25,US,USD,Growth,retail_sales_mom,-0.259091,1,2.0000,-0.259091,-0.518182,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
19772,2022-01-25,EU,EUR,Inflation,core_cpi_yoy,0.725319,1,3.0000,0.725319,2.175957,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
19773,2022-01-25,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19774,2022-01-25,EU,EUR,Inflation,consumer_inflation_expectation,0.407731,1,1.0000,0.407731,0.407731,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19775,2022-01-25,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19776,2022-01-25,EU,EUR,Growth,gdp_qoq,0.730297,1,2.0000,0.730297,1.460594,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19777,2022-01-25,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19778,2022-01-25,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19779,2022-01-25,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19780,2022-01-25,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19781,2022-01-25,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19782,2022-01-25,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
19783,2022-01-25,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19784,2022-01-25,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19785,2022-01-25,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19786,2022-01-25,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19787,2022-01-25,JP,JPY,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19788,2022-01-25,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19789,2022-01-25,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19790,2022-01-25,JP,JPY,Growth,industrial_production_mom,1.334451,1,1.0000,1.334451,1.334451,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19791,2022-01-25,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,2.788913,1,3.0000,2.788913,8.366739,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19792,2022-01-25,AU,AUD,Inflation,cpi_headline_yoy,1.138509,1,1.0000,1.138509,1.138509,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19793,2022-01-25,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19794,2022-01-25,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19795,2022-01-25,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19796,2022-01-25,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19797,2022-01-25,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19798,2022-01-25,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19799,2022-01-25,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
19800,2022-01-25,NZ,NZD,Growth,balance_of_trade,0.265222,1,1.0000,0.265222,0.265222,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
19801,2022-01-25,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
19802,2022-01-25,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
19803,2022-01-25,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
19804,2022-01-25,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
19805,2022-01-25,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
19806,2022-01-25,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
19807,2022-01-25,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
19808,2022-01-25,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
19809,2022-01-25,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
19810,2022-01-25,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
19811,2022-01-25,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
19812,2022-01-26,US,USD,Inflation,core_pce_price_index_yoy,3.125928,1,3.0000,3.125928,9.377784,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
19813,2022-01-26,US,USD,Inflation,pce_price_index_yoy,2.744477,1,2.0000,2.744477,5.488954,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
19814,2022-01-26,US,USD,Inflation,core_cpi_yoy,1.295803,1,1.0000,1.295803,1.295803,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
19815,2022-01-26,US,USD,Labor,unemployment_rate,-1.785484,-1,3.0000,1.785484,5.356452,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
19816,2022-01-26,US,USD,Labor,nfp,-0.992526,1,3.0000,-0.992526,-2.977578,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
19817,2022-01-26,US,USD,Labor,avg_hourly_earnings_yoy,0.807607,1,2.0000,0.807607,1.615214,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
19818,2022-01-26,US,USD,Growth,ism_manufacturing_pmi,-0.355098,1,2.0000,-0.355098,-0.710196,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
19819,2022-01-26,US,USD,Growth,retail_sales_mom,-0.259091,1,2.0000,-0.259091,-0.518182,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
19820,2022-01-26,EU,EUR,Inflation,core_cpi_yoy,0.725319,1,3.0000,0.725319,2.175957,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
19821,2022-01-26,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19822,2022-01-26,EU,EUR,Inflation,consumer_inflation_expectation,0.407731,1,1.0000,0.407731,0.407731,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19823,2022-01-26,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19824,2022-01-26,EU,EUR,Growth,gdp_qoq,0.730297,1,2.0000,0.730297,1.460594,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19825,2022-01-26,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19826,2022-01-26,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19827,2022-01-26,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19828,2022-01-26,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19829,2022-01-26,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19830,2022-01-26,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
19831,2022-01-26,UK,GBP,Growth,retail_sales_mom,-2.241960,1,1.0000,-2.241960,-2.241960,Retail sales — consumer demand signal,2026-05-03T20:30:00.072964+00:00
19832,2022-01-26,JP,JPY,Inflation,core_cpi_yoy,2.347871,1,3.0000,2.347871,7.043613,Core CPI ex fresh food — BoJ's preferred measure,2026-05-03T20:30:00.072964+00:00
19833,2022-01-26,JP,JPY,Inflation,cpi_ex_food_energy_yoy,-1.434274,1,3.0000,-1.434274,-4.302822,Core-core CPI ex food & energy — BoJ's key watch,2026-05-03T20:30:00.072964+00:00
19834,2022-01-26,JP,JPY,Inflation,cpi_headline_yoy,1.882434,1,1.0000,1.882434,1.882434,Headline CPI,2026-05-03T20:30:00.072964+00:00
19835,2022-01-26,JP,JPY,Labor,unemployment_rate,0.000000,-1,2.0000,0.000000,0.000000,Japan unemployment,2026-05-03T20:30:00.072964+00:00
19836,2022-01-26,JP,JPY,Growth,gdp_qoq,-0.544498,1,2.0000,-0.544498,-1.088996,GDP QoQ — output gap matters for BoJ normalisation path,2026-05-03T20:30:00.072964+00:00
19837,2022-01-26,JP,JPY,Growth,composite_pmi,-3.450922,1,2.0000,-3.450922,-6.901844,Composite PMI — real-time activity,2026-05-03T20:30:00.072964+00:00
19838,2022-01-26,JP,JPY,Growth,industrial_production_mom,1.334451,1,1.0000,1.334451,1.334451,Industrial production — Japan is export-driven,2026-05-03T20:30:00.072964+00:00
19839,2022-01-26,AU,AUD,Inflation,rba_trimmed_mean_cpi_yoy,2.788913,1,3.0000,2.788913,8.366739,RBA Trimmed Mean — primary underlying inflation measure,2026-05-03T20:30:00.072964+00:00
19840,2022-01-26,AU,AUD,Inflation,cpi_headline_yoy,1.138509,1,1.0000,1.138509,1.138509,Headline CPI QoQ,2026-05-03T20:30:00.072964+00:00
19841,2022-01-26,AU,AUD,Labor,unemployment_rate,-1.767767,-1,3.0000,1.767767,5.303301,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19842,2022-01-26,AU,AUD,Labor,employment_change,0.272712,1,2.0000,0.272712,0.545424,Employment change — monthly jobs print,2026-05-03T20:30:00.072964+00:00
19843,2022-01-26,AU,AUD,Growth,retail_sales_mom,1.841918,1,2.0000,1.841918,3.683836,Retail sales — consumer demand,2026-05-03T20:30:00.072964+00:00
19844,2022-01-26,NZ,NZD,Inflation,cpi_headline_yoy,2.169967,1,3.0000,2.169967,6.509901,NZ CPI YoY — primary RBNZ target,2026-05-03T20:30:00.072964+00:00
19845,2022-01-26,NZ,NZD,Inflation,cpi_headline_qoq,0.439941,1,2.0000,0.439941,0.879882,CPI QoQ — RBNZ uses quarterly data primarily,2026-05-03T20:30:00.072964+00:00
19846,2022-01-26,NZ,NZD,Labor,unemployment_rate,-2.063517,-1,3.0000,2.063517,6.190551,Unemployment — dual mandate,2026-05-03T20:30:00.072964+00:00
19847,2022-01-26,NZ,NZD,Labor,employment_change_qoq,2.363516,1,2.0000,2.363516,4.727032,Employment change QoQ,2026-05-03T20:30:00.072964+00:00
19848,2022-01-26,NZ,NZD,Labor,labour_cost_index_yoy,2.151411,1,2.0000,2.151411,4.302822,Labour Cost Index — wage inflation proxy,2026-05-03T20:30:00.072964+00:00
19849,2022-01-26,NZ,NZD,Growth,business_confidence,-2.884138,1,2.0000,-2.884138,-5.768276,Business confidence — forward-looking activity signal,2026-05-03T20:30:00.072964+00:00
19850,2022-01-26,NZ,NZD,Growth,balance_of_trade,0.265222,1,1.0000,0.265222,0.265222,Trade balance — NZ is commodity export dependent,2026-05-03T20:30:00.072964+00:00
19851,2022-01-26,CA,CAD,Inflation,cpi_headline_yoy,1.125137,1,1.0000,1.125137,1.125137,Headline CPI,2026-05-03T20:30:00.072964+00:00
19852,2022-01-26,CA,CAD,Labor,unemployment_rate,-1.693762,-1,3.0000,1.693762,5.081286,Canada unemployment,2026-05-03T20:30:00.072964+00:00
19853,2022-01-26,CA,CAD,Labor,employment_change,-0.969404,1,2.0000,-0.969404,-1.938808,Employment change,2026-05-03T20:30:00.072964+00:00
19854,2022-01-26,CA,CAD,Growth,gdp_mom,1.610095,1,3.0000,1.610095,4.830285,Monthly GDP — Canada has monthly GDP unlike most G10,2026-05-03T20:30:00.072964+00:00
19855,2022-01-26,CA,CAD,Growth,ivey_pmi_sa,-3.176033,1,2.0000,-3.176033,-6.352066,Ivey PMI — BoC-watched activity gauge,2026-05-03T20:30:00.072964+00:00
19856,2022-01-26,CA,CAD,Growth,retail_sales_mom,-0.316537,1,1.0000,-0.316537,-0.316537,Retail sales,2026-05-03T20:30:00.072964+00:00
19857,2022-01-26,CH,CHF,Inflation,cpi_headline_yoy,1.469416,1,3.0000,1.469416,4.408248,Swiss CPI — primary SNB target (0-2% range),2026-05-03T20:30:00.072964+00:00
19858,2022-01-26,CH,CHF,Inflation,producer_import_prices_yoy,0.518502,1,2.0000,0.518502,1.037004,Producer & Import Prices — upstream inflation pipeline,2026-05-03T20:30:00.072964+00:00
19859,2022-01-26,CH,CHF,Labor,unemployment_rate,-0.153393,-1,2.0000,0.153393,0.306786,Swiss unemployment,2026-05-03T20:30:00.072964+00:00
19860,2022-01-26,CH,CHF,Growth,gdp_qoq,0.285406,1,2.0000,0.285406,0.570812,Swiss GDP,2026-05-03T20:30:00.072964+00:00
19861,2022-01-26,CH,CHF,Growth,retail_sales_yoy,2.904831,1,1.0000,2.904831,2.904831,Retail sales,2026-05-03T20:30:00.072964+00:00
19862,2022-01-28,US,USD,Inflation,core_pce_price_index_yoy,3.125928,1,3.0000,3.125928,9.377784,Fed's primary inflation gauge — targets 2%,2026-05-03T20:30:00.072964+00:00
19863,2022-01-28,US,USD,Inflation,pce_price_index_yoy,2.744477,1,2.0000,2.744477,5.488954,Headline PCE — broader basket,2026-05-03T20:30:00.072964+00:00
19864,2022-01-28,US,USD,Inflation,core_cpi_yoy,1.295803,1,1.0000,1.295803,1.295803,Core CPI — widely cited proxy before PCE release,2026-05-03T20:30:00.072964+00:00
19865,2022-01-28,US,USD,Labor,unemployment_rate,-1.785484,-1,3.0000,1.785484,5.356452,Primary labor market gauge — dual mandate,2026-05-03T20:30:00.072964+00:00
19866,2022-01-28,US,USD,Labor,nfp,-0.992526,1,3.0000,-0.992526,-2.977578,Non-Farm Payrolls — headline jobs print,2026-05-03T20:30:00.072964+00:00
19867,2022-01-28,US,USD,Labor,avg_hourly_earnings_yoy,0.807607,1,2.0000,0.807607,1.615214,Wage inflation — key for persistent inflation channel,2026-05-03T20:30:00.072964+00:00
19868,2022-01-28,US,USD,Growth,ism_manufacturing_pmi,-0.355098,1,2.0000,-0.355098,-0.710196,ISM Manufacturing — leading activity indicator,2026-05-03T20:30:00.072964+00:00
19869,2022-01-28,US,USD,Growth,retail_sales_mom,-0.259091,1,2.0000,-0.259091,-0.518182,Consumer spending — 70% of US GDP,2026-05-03T20:30:00.072964+00:00
19870,2022-01-28,EU,EUR,Inflation,core_cpi_yoy,0.725319,1,3.0000,0.725319,2.175957,Core HICP — ECB's focus once supply shocks pass,2026-05-03T20:30:00.072964+00:00
19871,2022-01-28,EU,EUR,Inflation,cpi_headline_yoy,0.872872,1,2.0000,0.872872,1.745744,Headline HICP — primary ECB mandate target,2026-05-03T20:30:00.072964+00:00
19872,2022-01-28,EU,EUR,Inflation,consumer_inflation_expectation,0.616221,1,1.0000,0.616221,0.616221,Inflation expectations — key for credibility,2026-05-03T20:30:00.072964+00:00
19873,2022-01-28,EU,EUR,Labor,unemployment_rate,-1.897367,-1,3.0000,1.897367,5.692101,Euro-area unemployment — secondary mandate,2026-05-03T20:30:00.072964+00:00
19874,2022-01-28,EU,EUR,Growth,gdp_qoq,0.730297,1,2.0000,0.730297,1.460594,Euro-area GDP — output gap assessment,2026-05-03T20:30:00.072964+00:00
19875,2022-01-28,EU,EUR,Growth,manufacturing_pmi,2.837770,1,1.0000,2.837770,2.837770,Manufacturing PMI — industrial sector pulse,2026-05-03T20:30:00.072964+00:00
19876,2022-01-28,UK,GBP,Inflation,cpi_headline_yoy,1.596319,1,3.0000,1.596319,4.788957,UK CPI — primary 2% target,2026-05-03T20:30:00.072964+00:00
19877,2022-01-28,UK,GBP,Inflation,core_cpi_yoy,1.435494,1,2.0000,1.435494,2.870988,Core CPI — strips volatile food & energy,2026-05-03T20:30:00.072964+00:00
19878,2022-01-28,UK,GBP,Labor,avg_earnings_excl_bonus,-1.615854,1,3.0000,-1.615854,-4.847562,Regular pay growth — BoE's primary wage gauge,2026-05-03T20:30:00.072964+00:00
19879,2022-01-28,UK,GBP,Labor,unemployment_rate,-1.736074,-1,2.0000,1.736074,3.472148,UK unemployment,2026-05-03T20:30:00.072964+00:00
19880,2022-01-28,UK,GBP,Growth,gdp_mom,1.216438,1,2.0000,1.216438,2.432876,Monthly GDP — BoE uses MoM given high-frequency releases,2026-05-03T20:30:00.072964+00:00
